date,,1990-03-30 00:00:00,1990-06-29,1990-09-28,1990-12-31,1991-03-28,1991-06-28,1991-09-30,1991-12-31,1992-03-31,1992-06-30,1992-09-30,1992-12-31,1993-03-31,1993-06-30,1993-09-30,1993-12-31 00:00:00,1994-03-31 00:00:00,1994-06-30 00:00:00,1994-09-30 00:00:00,1994-12-30 00:00:00,1995-03-31 00:00:00,1995-06-30 00:00:00,1995-09-29 00:00:00,1995-12-29 00:00:00,1996-03-29 00:00:00,1996-06-28 00:00:00,1996-09-30 00:00:00,1996-12-31 00:00:00,1997-03-31 00:00:00,1997-06-30 00:00:00,1997-09-30 00:00:00,1997-12-31 00:00:00,1998-03-31 00:00:00,1998-06-30 00:00:00,1998-09-30 00:00:00,1998-12-31 00:00:00,1999-03-31 00:00:00,1999-06-30 00:00:00,1999-09-30 00:00:00,1999-12-31 00:00:00,2000-03-31 00:00:00,2000-06-30 00:00:00,2000-09-29 00:00:00,2000-12-29 00:00:00,2001-03-30 00:00:00,2001-06-29 00:00:00,2001-09-28 00:00:00,2001-12-31 00:00:00,2002-03-28 00:00:00,2002-06-28 00:00:00,2002-09-30 00:00:00,2002-12-31 00:00:00,2003-03-31 00:00:00,2003-06-30 00:00:00,2003-09-30 00:00:00,2003-12-31 00:00:00,2004-03-31 00:00:00,2004-06-30 00:00:00,2004-09-30 00:00:00,2004-12-31 00:00:00,2005-03-31 00:00:00,2005-06-30 00:00:00,2005-09-30 00:00:00,2005-12-30 00:00:00,2006-03-31 00:00:00,2006-06-30 00:00:00,2006-09-29 00:00:00,2006-12-29 00:00:00,2007-03-30 00:00:00,2007-06-29 00:00:00,2007-09-28 00:00:00,2007-12-31 00:00:00,2008-03-31 00:00:00,2008-06-30 00:00:00,2008-09-30 00:00:00,2008-12-31 00:00:00,2009-03-31 00:00:00,2009-06-30 00:00:00,2009-09-30 00:00:00,2009-12-31 00:00:00,2010-03-31 00:00:00,2010-06-30 00:00:00,2010-09-30 00:00:00,2010-12-31 00:00:00,2011-03-31 00:00:00,2011-06-30 00:00:00,2011-09-30 00:00:00,2011-12-30 00:00:00,2012-03-30 00:00:00,2012-06-29 00:00:00,2012-09-28 00:00:00,2012-12-31 00:00:00,2013-03-28 00:00:00,2013-06-28 00:00:00,2013-09-30 00:00:00,2013-12-31 00:00:00,2014-03-31 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-31 00:00:00,2016-03-31 00:00:00,2016-06-30 00:00:00,2016-09-30 00:00:00,2016-12-30 00:00:00,2017-03-31 00:00:00,2017-06-30 00:00:00,2017-09-29 00:00:00,2017-12-29 00:00:00,2018-03-29 00:00:00,2018-06-29 00:00:00,2018-09-28 00:00:00,2018-12-31 00:00:00,2019-03-29 00:00:00,2019-06-28 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,2022-12-30 00:00:00,2023-03-31 00:00:00,2023-06-30 00:00:00,2023-09-29 00:00:00,2023-12-29 00:00:00,2024-03-28 00:00:00,2024-06-28 00:00:00,2024-09-30 00:00:00
Basic Weighted Avg Shares,IS_AVG_NUM_SH_FOR_EPS,,,,,,,,,,,,,,,,434.382,480.022,439.032,438.558,479.514,449.37,392.156,434.406,434.622,449.474,436.672,438.168,393.096,413.08,422.954,426.104,427.666,429.18,431.826,467.002,435.676,437.782,440.438,442.152,443.3,445.255,448.113,447.757,447.676,448.788,450.195,451.31,451.99,452.882,454.272,455.008,455.57,455.927,456.37,457.187,457.632,458.228,459.074,461.268,465.869,474.221,478.248,476.636,472.717,471.889,470.516,465.542,458.873,450.901,445.471,438.449,435.09,434.779,433.678,434.282,432.451,433.476,434.354,435.255,437.173,439.786,440.973,437.071,434.099,436.682,436.977,436.596,434.222,434.535,433.791,432.437,433.423,435.975,436.488,436.752,437.97,439.776,439.446,437.875,438.76,440.384,440.07,438.835,438.342,439.648,438.815,437.809,438.007,439.127,438.817,437.987,437.965,439.022,438.74,438.379,439.157,440.284,439.859,439.727,441.818,442.021,442.322,442.843,442.952,443.134,443.043,443.193,443.377,443.623,443.7,443.839,443.837,443.877,443.814,443.876,443.827,443.892,443.892,444.013
"Basic EPS, GAAP",IS_EPS,,,,,,,,,,,,,,,,-0.075,0.14,0.075,-0.395,0.11,-0.03,0.085,0.175,0.125,0.175,0.105,0.21,0.08,0.235,0.155,0.275,0.23,0.295,0.195,0.3227,-0.03,0.35,0.24,0.3464,0.29,0.41,0.27,0.45,0.29,0.39,0.23,0.42,0.29,0.43,0.29,0.54,0.32,0.4,0.34,0.52,0.35,0.49,0.43,0.64,0.41,0.64,0.44,0.74,0.46,0.63,0.5,0.76,0.52,0.55,0.5,0.85,0.6,0.75,0.68,0.92,0.61,0.55,0.48,0.86,0.61,0.68,0.69,0.99,0.72,0.8,0.74,1.09,0.74,0.91,0.89,1.41,0.96,1.26,1.05,1.41,0.97,1.05,1.08,1.59,1.13,1.36,1.17,1.75,1.1,1.24,1.24,1.78,1.24,1.17,1.59,2.1,1.46,1.6,1.71,2.38,1.75,2.02,2.06,2.49,1.91,2.1,1.9,3.14,2.63,2.15,2.75,3.77,2.99,2.93,3.05,4.21,3.07,3.3,2.94,4.87,3.58,3.93,3.79,5.3
"Basic EPS from Cont Ops, GAAP",IS_EARN_BEF_XO_ITEMS_PER_SH,,,,,,,,,,,,,,,,-0.085,0.135,0.075,0.135,0.11,0.155,0.085,0.175,0.125,0.175,0.105,0.21,0.08,0.235,0.155,0.275,0.23,0.295,0.195,0.3227,0.24,0.35,0.24,0.3464,0.29,0.41,0.27,0.45,0.29,0.39,0.23,0.42,0.29,0.43,0.29,0.54,0.32,0.4,0.34,0.52,0.35,0.49,0.43,0.64,0.41,0.64,0.44,0.74,0.46,0.63,0.5,0.76,0.52,0.55,0.5,0.85,0.6,0.75,0.68,0.92,0.61,0.55,0.48,0.86,0.61,0.68,0.69,0.99,0.72,0.8,0.74,1.09,0.74,0.91,0.89,1.41,0.96,1.26,1.05,1.41,0.97,1.05,1.08,1.59,1.13,1.36,1.17,1.75,1.1,1.24,1.24,1.78,1.24,1.17,1.59,2.1,1.46,1.6,1.71,2.38,1.75,2.02,2.06,2.49,1.91,2.1,1.9,3.14,2.63,2.15,2.75,3.77,2.99,2.93,3.05,4.21,3.07,3.3,2.94,4.87,3.58,3.93,3.79,5.3
"Basic EPS from Cont Ops, Adjusted",IS_BASIC_EPS_CONT_OPS,,,,,,,,,,,,,,,,,,,0.135,,,,0.175,,,0.115,0.21,0.17,0.235,0.155,0.275,0.23,0.295,0.195,0.328,0.24,0.35,0.24,0.4595,0.29,0.41,0.27,0.45,0.29,0.39,0.23,0.44,0.3,0.43,0.3,0.54,0.33,0.44,0.35,0.53,0.36,0.49,0.419,0.64,0.41,0.64,0.44,0.75,0.47,0.63,0.5,0.76,0.53,0.61,0.57,0.93,0.6001,0.75,0.69,0.935,0.6608,0.55,0.4954,0.8936,0.61,0.7124,0.6954,0.99,0.7202,0.8,0.74,1.09,0.8037,0.91,0.89,1.41,0.96,1.1124,1.05,1.41,0.97,1.05,1.08,1.59,1.13,1.2285,1.17,1.75,1.1,1.24,1.24,1.78,1.1739,1.17,1.4083,2.1,1.46,1.6,1.71,2.38,1.75,2.02,1.8938,2.7166,1.91,2.1,1.9,3.14,2.63,2.15,2.7966,3.9085,3.1964,2.93,3.1797,4.21,3.07,3.3,3.4343,4.87,3.58,3.93,3.7247,5.3479
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted Weighted Avg Shares,IS_SH_FOR_DILUTED_EPS,,,,,,,,,,,,,,,,434.382,480.022,439.032,438.558,479.514,449.37,392.156,434.406,434.622,449.474,436.672,438.168,398.39,445.788,431.164,451.158,458.826,460.964,464.756,467.002,466.774,470.454,473.57,472.96,473.414,476.642,478.75,474.304,473.92,475.488,475.84,477.875,477.395,479.931,480.256,479.24,478.857,478.564,479.183,480.384,480.348,481.537,482.485,485.073,489.284,493.7,493.282,491.392,486.367,482.127,480.533,474.449,467.836,461.575,455.889,448.733,445.717,444.925,443.281,443.874,440.533,439.688,439.997,441.699,444.849,446.918,448.391,444.289,441.36,443.186,443.57,443.518,440.615,439.468,439.166,438.344,438.643,439.812,440.78,441.907,442.42,442.829,442.72,441.887,442.21,442.896,443.132,442.404,441.386,441.559,441.066,440.868,440.525,440.657,441.056,441.036,440.851,441.568,441.715,442.427,442.749,442.337,442.642,443.4,443.68,443.727,443.855,444.231,444.386,444.494,444.127,444.369,444.604,444.916,444.886,444.655,444.531,444.475,444.36,444.445,444.403,444.754,444.828,444.977
"Diluted EPS, GAAP",IS_DILUTED_EPS,,,,,,,,,,,,,,,,-0.075,0.14,0.075,-0.395,0.11,-0.03,0.085,0.175,0.125,0.175,0.105,0.21,0.08,0.23,0.155,0.27,0.22,0.28,0.19,0.3227,-0.025,0.33,0.23,0.3239,0.28,0.39,0.26,0.43,0.28,0.38,0.23,0.41,0.28,0.41,0.28,0.52,0.31,0.39,0.33,0.51,0.34,0.48,0.42,0.62,0.4,0.62,0.43,0.73,0.45,0.62,0.49,0.75,0.51,0.54,0.49,0.83,0.59,0.74,0.67,0.9,0.6,0.55,0.48,0.85,0.6,0.67,0.68,0.97,0.71,0.79,0.73,1.08,0.73,0.9,0.88,1.39,0.95,1.24,1.04,1.4,0.96,1.05,1.07,1.58,1.12,1.35,1.17,1.73,1.09,1.24,1.24,1.77,1.24,1.17,1.59,2.08,1.45,1.59,1.7,2.36,1.73,2.01,2.05,2.47,1.9,2.1,1.89,3.13,2.62,2.14,2.75,3.76,2.98,2.92,3.04,4.2,3.07,3.3,2.93,4.86,3.58,3.92,3.78,5.29
"Diluted EPS from Cont Ops, GAAP",IS_DIL_EPS_BEF_XO,,,,,,,,,,,,,,,,-0.085,0.135,0.075,0.135,0.11,0.155,0.085,0.175,0.125,0.175,0.105,0.21,0.08,0.23,0.155,0.27,0.22,0.28,0.19,0.3227,0.23,0.33,0.23,0.3239,0.28,0.39,0.26,0.43,0.28,0.38,0.23,0.41,0.28,0.41,0.28,0.52,0.31,0.39,0.33,0.51,0.34,0.48,0.42,0.62,0.4,0.62,0.43,0.73,0.45,0.62,0.49,0.75,0.51,0.54,0.49,0.83,0.59,0.74,0.67,0.9,0.6,0.55,0.48,0.85,0.6,0.67,0.68,0.97,0.71,0.79,0.73,1.08,0.73,0.9,0.88,1.39,0.95,1.24,1.04,1.4,0.96,1.05,1.07,1.58,1.12,1.35,1.17,1.73,1.09,1.24,1.24,1.77,1.24,1.17,1.59,2.08,1.45,1.59,1.7,2.36,1.73,2.01,2.05,2.47,1.9,2.1,1.89,3.13,2.62,2.14,2.75,3.76,2.98,2.92,3.04,4.2,3.07,3.3,2.93,4.86,3.58,3.92,3.78,5.29
"Diluted EPS from Cont Ops, Adjusted",IS_DIL_EPS_CONT_OPS,,,,,,,,,,,,,,,,-0.085,0.135,0.075,0.135,0.11,0.155,0.085,0.175,0.125,0.175,0.115,0.21,0.17,0.23,0.155,0.27,0.22,0.28,0.19,0.328,0.23,0.33,0.23,0.4296,0.28,0.39,0.26,0.43,0.28,0.38,0.23,0.43,0.29,0.41,0.29,0.52,0.32,0.43,0.34,0.52,0.35,0.48,0.409,0.62,0.4,0.69,0.43,0.74,0.46,0.62,0.49,0.75,0.52,0.6,0.56,0.91,0.5901,0.74,0.68,0.915,0.6516,0.55,0.4918,0.8838,0.6,0.702,0.6815,0.97,0.7115,0.79,0.73,1.08,0.7958,0.9,0.88,1.39,0.95,1.099,1.04,1.4,0.96,1.05,1.07,1.58,1.12,1.2213,1.17,1.73,1.09,1.24,1.24,1.77,1.17,1.17,1.4041,2.08,1.45,1.59,1.7,2.36,1.73,2.01,1.8851,2.69,1.9,2.1,1.89,3.13,2.62,2.14,2.7928,3.9,3.1897,2.92,3.17,4.2,3.07,3.3,3.43,4.86,3.58,3.92,3.7178,5.3362
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference Items,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accounting Standard,ACCOUNTING_STANDARD,,,,,,,,,,,,,,,,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP,US GAAP
EBITDA,EBITDA,,,,,,,,,,,,,,,,109.037,138.707,96.709,166.849,126.1,154.489,104.676,190.089,135.581,174.197,125.191,217.386,176.18,220.029,166.154,275.675,218.591,261.079,194.265,315.656,228.358,306.92,230.055,376.105,272.121,358.336,256.793,411.597,277.53,357.284,245.939,430.811,298.021,399.526,298.894,497.925,328.413,388.952,347.485,502.586,356.159,460.65,405.408,605.154,411.505,504.009,430.55,626.47,440.845,543.002,468.681,694.764,484.448,496.406,469.826,737.899,536.427,646.515,624.76,814.381,577,559,530,839,612,655,671,934,716,791,752,1035,748,853,825,1241,852,955,943,1249,899,964,974,1412,1024,1137,1083,1507,1038,1141,1149,1599,1146,1156,1288,1891,1286,1360,1394,1877,1280,1555,1458,1936,1481,1706,1615,2530,1834,1756,2065,2834,2125,2248,2229,3091,2198,2373,2151,3469,2485,2576,2713,3748
EBITDA Margin (T12M),EBITDA_MARGIN,,,,,,,,,,,,,,,,,,,3.1024,3.1395,3.1935,3.1885,3.1531,3.1441,3.1848,3.2224,3.334,3.4533,3.5835,3.6883,3.8311,3.9269,4.0106,4.0446,4.0774,4.0235,4.0771,4.1022,4.1573,4.173,4.1854,4.1576,4.0382,3.9694,3.8986,3.7731,3.7692,3.739,3.7444,3.7958,3.8552,3.8607,3.7642,3.7976,3.6841,3.6363,3.6794,3.6967,3.7986,3.8295,3.8313,3.7982,3.7258,3.6868,3.6644,3.6492,3.5707,3.5709,3.4357,3.3629,3.3984,3.3918,3.5206,3.6438,3.6175,3.6441,3.5299,3.4381,3.5073,3.5119,3.5514,3.6444,3.6846,3.7253,3.7942,3.7626,3.7047,3.6428,3.6276,3.6394,3.6989,3.7254,3.7555,3.805,3.8029,3.8006,3.7584,3.728,3.7722,3.8205,3.9321,4.0157,4.0887,4.0883,4.0667,4.0996,4.1501,4.2099,4.1669,4.2089,4.248,4.2348,4.2842,4.2527,4.1794,4.0812,4.1471,4.1239,4.0792,4.1571,4.156,4.1883,4.3967,4.444,4.3303,4.3855,4.3327,4.3233,4.4106,4.3376,4.2709,4.2272,4.2199,4.1679,4.2061,4.2654,4.2925,4.4317,4.5281
EBIT,EBIT,,,,,,,,,,,,,,,,81.268,110.294,65.244,110.833,95.31,123.646,71.336,143.04,101.025,136.79,87.44,165.468,138.738,177.562,123.634,215.778,172.413,213.211,146.46,261.192,180.596,256.189,177.826,302.016,216.26,299.773,198.71,329.707,212.827,288.368,174.65,334.422,223.904,322.201,220.802,385.678,242.792,299.563,255.586,378.193,258.82,358.176,301.647,468.007,303.445,393.895,319.139,474.217,326.706,432.744,355.889,515.746,357.472,364.787,339.996,559.939,394.933,501.467,474.78,597.903,422,398,359,598,428,470,491,688,525,596,556,762,543,644,623,949,639,738,722,954,668,724,737,1091,770,877,821,1156,767,856,858,1191,849,844,968,1450,951,1016,1067,1446,949,1203,1122,1463,1061,1266,1179,1929,1430,1340,1663,2275,1693,1812,1791,2497,1751,1903,1679,2781,1984,2062,2197,3042
Gross Margin,GROSS_MARGIN,,,,,,,,,,,,,,,,11.1096,11.1646,11.0242,10.8668,11.228,11.2722,10.7774,11.0332,11.3252,11.4041,11.1693,11.4582,11.7754,11.8285,11.436,11.7429,11.9797,12.0106,11.6583,11.955,11.842,12.1915,11.7629,12.0263,11.8573,12.2091,11.7536,11.9351,12.0938,12.4044,11.5724,12.1393,12.191,12.4783,11.994,12.5477,12.4985,12.5938,12.4147,12.4325,12.3686,12.5292,12.452,12.6142,12.485,12.6561,12.4469,12.2992,12.3957,12.4566,12.3416,12.0693,12.4556,12.3098,12.1539,12.4326,12.5622,12.5396,12.4337,12.1293,12.9247,12.3018,12.8432,12.8072,12.8216,12.5173,12.8571,12.8539,12.9009,12.6467,12.3939,12.4139,12.4699,12.3133,12.4574,12.4403,12.6038,12.4844,12.6438,12.525,12.7633,12.404,12.5611,12.6284,12.9569,12.9562,13.08,13.0863,13.2219,13.1381,13.4745,13.4327,13.5628,12.8973,13.4789,13.2459,13.1787,12.9171,13.0713,12.9247,12.6779,13.2105,12.9735,13.0279,12.9779,12.8378,13.4627,13.0791,13.3077,12.7119,12.947,12.6717,12.7296,12.3054,11.8659,11.8364,12.249,12.3819,12.0657,12.3133,12.7026,12.4944,12.5472,12.6843
Operating Margin,OPER_MARGIN,,,,,,,,,,,,,,,,2.2077,2.6916,1.8025,2.1808,2.3651,2.8706,1.8309,2.3785,2.3046,2.9174,2.0281,2.6763,2.841,3.3893,2.5564,3.12,3.1753,3.6792,2.7437,3.389,3.0109,3.8862,2.9374,3.4274,3.1146,3.8745,2.8821,3.1136,2.7867,3.4717,2.2626,3.0035,2.6446,3.4339,2.5625,3.1365,2.6394,2.9618,2.6782,2.7626,2.4599,3.1014,2.7681,3.0913,2.6209,3.1118,2.6602,2.8379,2.5261,3.079,2.6813,2.5949,2.526,2.4139,2.3193,2.7344,2.4981,2.9568,2.8578,2.5883,2.574,2.363,2.2713,2.6723,2.4741,2.5077,2.7615,2.8518,2.7288,2.8551,2.696,2.7042,2.5106,2.804,2.7907,2.9456,2.6945,2.9673,2.998,2.9366,2.6702,2.7522,2.8573,3.0712,2.8661,3.1944,3.1455,3.231,2.8178,3.0387,3.2052,3.2577,3.0215,2.8354,3.3541,3.4279,2.9897,3.0793,3.2972,3.256,2.7061,3.3987,3.2297,3.0801,2.8645,3.2402,3.1637,3.6135,3.3096,2.9931,3.6729,3.6298,3.3616,3.4911,3.4052,3.4637,3.2166,3.4433,3.1297,3.523,3.4326,3.5283,3.7546,3.817
Profit Margin,PROF_MARGIN,,,,,,,,,,,,,,,,-0.8962,1.5198,0.8852,-3.4176,1.2042,-0.4316,0.8371,1.1861,1.1304,1.5234,0.9573,1.3997,0.6514,1.8601,1.3702,1.687,1.8035,2.1742,1.5966,1.9553,-0.2299,2.3062,1.7489,1.7383,1.8624,2.3473,1.7453,1.8904,1.6959,2.1258,1.3636,1.713,1.5314,2.0522,1.513,2.012,1.5843,1.8001,1.6114,1.749,1.5224,1.9637,1.823,1.9602,1.6683,2.4131,1.7487,2.1227,1.6687,2.1075,1.775,1.7892,1.6739,1.6509,1.5279,1.8187,1.6571,1.9331,1.776,1.7222,1.6041,1.419,1.3286,1.6713,1.5377,1.5953,1.721,1.7907,1.6217,1.6671,1.5711,1.6964,1.4796,1.7155,1.7291,1.8902,1.7542,2.1993,1.9059,1.8992,1.6988,1.7601,1.8338,1.9621,1.8462,2.1782,1.9769,2.1438,1.7634,1.9382,2.0359,2.1307,1.9396,1.7302,2.4255,2.1726,2.012,2.1246,2.3176,2.3485,2.1871,2.5116,2.6079,2.3096,2.2786,2.3828,2.2487,2.602,2.6986,2.1242,2.6945,2.6645,2.6289,2.5027,2.5724,2.5912,2.5056,2.6526,2.4269,2.7363,2.7492,2.9824,2.8728,2.9537
Sales per Employee,ACTUAL_SALES_PER_EMPL,,,,,,,,,,,,,,,,,,,108133.7267,,,,115650.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243592.9364,,,,257472.0493,,,,,,,,161238.2677,,,,168612.3139,,,,157591.5493,,,,164115.6463,,,,171817.0732,,,,185160.9195,,,,176559.7826,,,,182169.2308,,,,174526.8293,,,,167706.422,,,,183116.8831,,,,181269.3878,,,,187000,,,,195542.1245,,,,217621.5278,,,,237141.4474,,,,249806.962,,,,478660.6607
,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Returns,,#N/A Mandatory parameter [FIELDS] cannot be empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Return on Common Equity,RETURN_COM_EQY,,,,,,,,,,,,,,,,,,,,-1.7628,-6.9037,-6.7116,8.3265,8.1424,14.799,14.8861,15.0394,13.5583,13.2927,14.1325,14.7058,17.1992,16.4768,16.575,16.9246,12.5452,12.7125,12.7528,12.2283,16.172,16.001,15.6376,16.2482,15.7327,14.7486,13.9574,13.199,12.91,12.6242,12.7853,13.2357,13.2133,12.5066,12.4675,11.7723,11.6365,11.856,12.2248,12.4458,12.1929,12.6414,14.3085,12.8813,12.5688,12.1771,13.7134,12.2413,12.465,12.0705,12.0311,12.1887,12.494,13.3775,14.2903,14.4002,14.5769,13.2271,11.941,11.3066,11.3461,11.6225,12.2377,12.5006,12.5232,12.5753,12.4009,12.8071,12.7229,12.7315,12.8564,14.0295,14.6903,17.526,17.6172,17.5821,17.1481,18.1625,17.7471,17.7905,18.0577,20.8462,20.5927,20.7417,20.3473,21.7769,21.166,20.7085,21.1647,20.3413,23.7256,23.4414,24.0684,24.4689,27.3127,26.5852,26.9004,26.9327,27.0757,26.0966,25.7407,24.7965,23.7152,23.8733,28.1501,26.9262,28.398,27.9346,30.9996,31.44,30.9794,30.5921,29.4686,28.6696,27.5634,27.5361,27.372,31.1981,31.6416,30.2671
Return on Assets,RETURN_ON_ASSET,,,,,,,,,,,,,,,,,,,,-0.6759,-2.7046,-2.5978,3.0872,2.771,5.1579,5.1496,5.3222,4.4237,5.2325,5.6303,6.0106,6.5194,7.3314,7.529,7.8363,5.3029,5.8231,5.9956,5.7727,7.0676,7.5566,7.6316,7.825,7.1107,7.1146,6.8812,6.4313,5.8393,6.0621,6.2086,6.4485,6.1347,6.0741,6.1397,5.8118,5.5377,5.8615,6.0634,6.2395,5.9562,6.4702,6.4028,6.695,6.426,6.4031,6.4715,6.4591,6.2814,6.1398,5.7896,5.8368,5.6209,6.1473,6.1721,6.3676,6.1129,5.7716,5.2218,5.0913,4.8971,5.2105,5.5085,5.6907,5.4482,5.6966,5.5668,5.7814,5.4397,5.6964,5.7581,6.3413,6.2972,6.9187,7.0226,7.1017,6.6448,6.476,6.3087,6.5017,6.3617,6.9484,6.9706,7.1986,6.7396,6.9982,6.9414,7.1018,6.7099,7.0099,7.3061,7.7082,7.3087,7.9642,8.0015,8.1216,7.8397,8.4636,8.6495,8.4866,7.845,8.2506,7.7709,7.9282,7.7458,8.378,8.6711,8.7212,8.3061,9.3444,9.3225,9.469,9.0401,9.3145,9.1881,9.4503,9.3267,10.2034,10.6533,10.6134
Return on Capital,RETURN_ON_CAP,,,,,,,,,,,,,,,,,,,,0.0315,-2.9651,-2.7762,6.3997,6.0228,9.5916,9.6832,9.9443,8.7997,9.5503,10.0997,10.7251,12.1114,12.5944,12.7045,12.9783,9.8713,10.1168,10.2637,9.8796,12.9374,12.9399,12.7734,13.4604,13.0476,12.322,11.6412,11.0933,10.7966,10.7132,10.6191,10.8925,10.8854,10.4666,10.3061,9.8193,9.8175,10.0085,10.3607,10.6339,10.6546,11.1543,12.454,11.6139,11.5214,11.2014,12.4642,11.4079,11.6935,11.2927,10.5287,10.8607,11.2494,12.0335,11.8925,11.969,12.0851,11.0206,10.1235,9.578,9.6638,9.9238,10.5561,10.889,10.9975,11.1826,11.1596,11.6022,11.2786,11.2735,11.7262,12.7568,13.2269,13.5873,14.0792,14.2086,14.0324,12.9639,12.7816,12.843,13.1471,14.7501,14.2685,14.4027,14.2391,15.3344,14.5827,14.2838,14.6494,14.6777,17.0698,15.9104,16.4808,17.0315,19.0938,17.5935,18.0568,18.3404,18.6505,18.1415,16.9589,16.9932,15.2108,16.2119,17.4867,17.3873,17.2855,18.0746,19.669,20.5597,20.6267,20.5682,20.2851,20.2531,19.7136,19.8899,20.1107,22.2819,22.9543,22.5371
Return on Invested Capital,RETURN_ON_INV_CAPITAL,,,,,,,,,,,,,,,,,,,,8.0372,8.7337,8.6484,9.1871,8.8024,9.4912,9.5667,9.6251,9.8712,10.5882,11.1472,11.7766,11.9571,12.37,12.3947,12.6489,12.6032,12.7286,12.739,12.7897,13.0214,12.9509,12.7569,12.8676,12.4681,11.7544,11.1116,10.8163,10.6487,10.6701,10.6229,10.7487,10.5894,10.1754,10.1599,9.5447,9.5578,9.7031,9.8857,10.1488,10.2293,10.6397,11.7099,10.8163,10.6827,10.3134,11.2821,10.5395,10.6953,10.4377,9.5373,9.9287,9.9818,10.9788,11.0591,11.2107,11.2745,10.5818,9.7555,9.3643,9.4751,9.6604,10.299,10.4456,10.6333,10.9509,10.9568,11.3227,10.876,10.8541,11.2458,12.3016,12.8415,13.1365,13.6384,13.7691,13.6094,12.5588,12.3964,12.4945,12.7377,14.3513,13.9017,14.0008,13.866,14.9468,14.226,13.9797,14.351,14.4517,16.7624,15.6665,16.2477,16.7655,18.7083,17.1303,17.5858,17.7396,18.0639,17.4945,16.322,16.3658,14.6944,15.9407,17.2297,17.2071,17.1044,17.6986,19.2372,20.1211,20.0801,20.0408,19.7401,19.5062,18.8469,18.6715,18.6788,20.4899,21.2048,21.1119
