In Millions of USD except Per Share,,Q3 2004,,Q4 2004,,Q1 2005,,Q2 2005,,Q3 2005,,Q4 2005,,Q1 2006,,Q2 2006,,Q3 2006,,Q4 2006,,Q1 2007,,Q2 2007,,Q3 2007,,Q4 2007,,Q1 2008,,Q2 2008,,Q3 2008,,Q4 2008,,Q1 2009,,Q2 2009,,Q3 2009,,Q4 2009,,Q1 2010,,Q2 2010,,Q3 2010,,Q4 2010,,Q1 2011,,Q2 2011,,Q3 2011,,Q4 2011,,Q1 2012,,Q2 2012,,Q3 2012,,Q4 2012,,Q1 2013,,Q2 2013,,Q3 2013,,Q4 2013,,Q1 2014,,Q2 2014,
3 Months Ending,,09/30/2004,,12/31/2004,,03/31/2005,,06/30/2005,,09/30/2005,,12/31/2005,,03/31/2006,,06/30/2006,,09/30/2006,,12/31/2006,,03/31/2007,,06/30/2007,,09/30/2007,,12/31/2007,,03/31/2008,,06/30/2008,,09/30/2008,,12/31/2008,,03/31/2009,,06/30/2009,,09/30/2009,,12/31/2009,,03/31/2010,,06/30/2010,,09/30/2010,,12/31/2010,,03/31/2011,,06/30/2011,,09/30/2011,,12/31/2011,,03/31/2012,,06/30/2012,,09/30/2012,,12/31/2012,,03/31/2013,,06/30/2013,,09/30/2013,,12/31/2013,,03/31/2014,,06/30/2014,
    United States,,-31,0.016255899318301,-31,0.011693700490381,-19,0.0112028301886792,-24,0.00950118764845606,-37,0.0127278981768146,-28,0.00704934541792548,-17,0.00611951043916487,-24,0.00556715379262352,-45,0.0109011627906977,-60,0.0116913484021824,-29,0.00715166461159063,-38,0.00841452612931798,-52,0.00997697620874904,-99,0.015857760691975,-106,0.0206748585917691,-21,0.00407213496218732,-195,0.0354997269251775,-85,0.0121463275221492,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Total Refining Inputs (mbpd),,1942,1.0,1753,1.0,1869,1.0,1919,1.0,1807,1.0,1903,1.0,2018,1.0,1998,1.0,2022,1.0,1903,1.0,1799,1.0,1823,1.0,1842,1.0,1868,1.0,1861,1.0,1768,1.0,1898,1.0,1903,1.0,1923,1.0,1893,1.0,1864,1.0,1831,1.0,1881,1.0,1871,1.0,1907,1.0,1916,1.0,1911,1.0,1892,1.0,1779,1.0,1568,1.0,1705,1.0,1798,1.0,1688,1.0,1620,1.0,1394,1.0,1686,1.0,1716,1.0,1749,1.0,1646,1.0,1605,1.0
  Total Refining Inputs,,1942,1.0,1753,1.0,1869,1.0,1919,1.0,1807,1.0,1903,1.0,2018,1.0,1998,1.0,2022,1.0,1903,1.0,1799,1.0,1823,1.0,1842,1.0,1868,1.0,1861,1.0,1768,1.0,1898,1.0,1903,1.0,1923,1.0,1893,1.0,1864,1.0,1831,1.0,1881,1.0,1871,1.0,1907,1.0,1916,1.0,1911,1.0,1892,1.0,1779,1.0,1568,1.0,1705,1.0,1798,1.0,1688,1.0,1620,1.0,1394,1.0,1686,1.0,1716,1.0,1749,1.0,1646,1.0,1605,1.0
Total Refining Outputs (mbpd),,1562,1.0,3654,1.0,3793,1.0,3837,1.0,3654,1.0,3564,1.0,3809,1.0,3494,1.0,3618,1.0,3564,1.0,3511,1.0,3462,1.0,3487,1.0,3475,1.0,3486,1.0,3449,1.0,3430,1.0,3352,1.0,2811,1.0,3262,1.0,3238,1.0,3156,1.0,3074,1.0,3182,1.0,3102,1.0,3091,1.0,3064,1.0,3097,1.0,2842,1.0,2797,1.0,2761,1.0,2839,1.0,2744,1.0,2717,1.0,2547,1.0,2761,1.0,2756,1.0,2711,1.0,2601,1.0,2735,1.0
  Refined Product,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,2811,1.0,3262,1.0,—,,3156,1.0,3074,1.0,3182,1.0,3102,1.0,3091,1.0,3064,1.0,3097,1.0,2842,1.0,2797,1.0,2761,1.0,2839,1.0,2744,1.0,2717,1.0,2547,1.0,2761,1.0,2756,1.0,2711,1.0,2601,1.0,2735,1.0
  Total Refining Inputs,,1562,1.0,3654,1.0,3793,1.0,3837,1.0,3654,1.0,3564,1.0,3809,1.0,3494,1.0,3618,1.0,3564,1.0,3511,1.0,3462,1.0,3487,1.0,3475,1.0,3486,1.0,3449,1.0,3430,1.0,3352,1.0,—,,—,,3238,1.0,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Total Crude Oil Throughput (mbpd),,1942,1.0,1958,1.0,1869,1.0,1919,1.0,1807,1.0,1936,1.0,2018,1.0,1998,1.0,2022,1.0,1903,1.0,1799,1.0,1823,1.0,1842,1.0,1868,1.0,1861,1.0,1893,1.0,1898,1.0,1903,1.0,1923,1.0,3262,1.0,1864,1.0,1831,1.0,1881,1.0,1871,1.0,1907,1.0,1916,1.0,1911,1.0,1892,1.0,1779,1.0,1568,1.0,1705,1.0,1798,1.0,1688,1.0,1620,1.0,1705,1.0,1686,1.0,1716,1.0,1749,1.0,1646,1.0,1605,1.0
  Crude Oil Input,,1942,1.0,1958,1.0,1869,1.0,1919,1.0,1807,1.0,1936,1.0,2018,1.0,1998,1.0,2022,1.0,1903,1.0,1799,1.0,1823,1.0,1842,1.0,1868,1.0,1861,1.0,1893,1.0,1898,1.0,1903,1.0,1923,1.0,3262,1.0,1864,1.0,1831,1.0,1881,1.0,1871,1.0,1907,1.0,1916,1.0,1911,1.0,1892,1.0,1779,1.0,1568,1.0,1705,1.0,1798,1.0,1688,1.0,1620,1.0,1705,1.0,1686,1.0,1716,1.0,1749,1.0,1646,1.0,1605,1.0
Total Production-MBOE/D,,2443,1.0,1857,1.0,2298,1.0,2309.5,1.0,2548,1.0,2580,1.0,2531,1.0,2562,1.0,2591,1.0,2655,1.0,2643,1.0,2630,1.0,2591,1.0,2613,1.0,2599,1.0,2537,1.0,2443,1.0,2540,1.0,2663,1.0,2670,1.0,2702,1.0,2778,1.0,2783,1.0,2746,1.0,2738,1.0,2786,1.0,2760,1.0,2694,1.0,2599,1.0,2641,1.0,2631,1.0,2624,1.0,2516,1.0,2668,1.0,2645,1.0,2582,1.0,2585,1.0,2576,1.0,2588,1.0,2545,1.0
  Upstream,,2443,1.0,1857,1.0,2298,1.0,2309.5,1.0,2548,1.0,2580,1.0,2531,1.0,2562,1.0,2591,1.0,2655,1.0,2643,1.0,2630,1.0,2591,1.0,2613,1.0,2599,1.0,2537,1.0,2443,1.0,2540,1.0,2663,1.0,2670,1.0,2702,1.0,2778,1.0,2783,1.0,2746,1.0,2738,1.0,2786,1.0,2760,1.0,2694,1.0,2599,1.0,2641,1.0,2631,1.0,2624,1.0,2516,1.0,2668,1.0,2645,1.0,2582,1.0,2585,1.0,2576,1.0,2588,1.0,2545,1.0
    International,,1642,0.672124437167417,1133,0.610123855681206,1673,0.728024369016536,1537.5,0.665728512665079,1813,0.711538461538462,1853,0.718217054263566,1894,0.748320821809561,1901,0.74199843871975,1928,0.744114241605558,1892,0.712617702448211,1894,0.716609912977677,1878,0.714068441064639,1850,0.714010034735623,1883,0.720627631075392,1884,0.724894190073105,1835,0.723295230587308,1796,0.735161686451085,1921,0.756299212598425,1992,0.748028539241457,1970,0.737827715355805,1957,0.724278312361214,2027,0.729661627069834,2049,0.736255839022637,2038,0.74217042971595,2046,0.747260774287801,2125,0.762742282842785,2066,0.748550724637681,2000,0.742390497401633,1937,0.745286648711043,1980,0.749716016660356,1980,0.752565564424173,1965,0.748856707317073,1879,0.746820349761526,1994,0.747376311844078,1981,0.748960302457467,1923,0.744771494965143,1930,0.746615087040619,1926,0.747670807453416,1948,0.752704791344668,1878,0.737917485265226
    United States,,801,0.327875562832583,724,0.389876144318794,625,0.271975630983464,772,0.334271487334921,735,0.288461538461538,727,0.281782945736434,637,0.251679178190439,661,0.25800156128025,663,0.255885758394442,763,0.287382297551789,749,0.283390087022323,752,0.285931558935361,741,0.285989965264377,730,0.279372368924608,715,0.275105809926895,702,0.276704769412692,647,0.264838313548915,619,0.243700787401575,671,0.251971460758543,700,0.262172284644195,745,0.275721687638786,751,0.270338372930166,734,0.263744160977363,708,0.25782957028405,692,0.252739225712199,661,0.237257717157215,694,0.251449275362319,694,0.257609502598367,662,0.254713351288957,661,0.250283983339644,651,0.247434435575827,659,0.251143292682927,637,0.253179650238474,674,0.252623688155922,664,0.251039697542533,659,0.255228505034857,655,0.253384912959381,650,0.252329192546584,640,0.247295208655332,667,0.262082514734774
Oil Production-MBPD,,1678,1.0,1656,1.0,1673,1.0,1681,1.0,1661,1.0,1756,1.0,1707,1.0,1702,1.0,1764,1.0,1847,1.0,1811,1.0,1794,1.0,1760,1.0,1767,1.0,1693,1.0,1645,1.0,1576,1.0,1740,1.0,1826,1.0,1839,1.0,1886,1.0,1936,1.0,1933,1.0,1910,1.0,1904,1.0,1946,1.0,1910,1.0,1866,1.0,1806,1.0,1816,1.0,1794,1.0,1778,1.0,1689,1.0,1795,1.0,1760,1.0,1713,1.0,1727,1.0,1726,1.0,1713,1.0,1694,1.0
  Upstream,,1678,1.0,1656,1.0,1673,1.0,1681,1.0,1661,1.0,1756,1.0,1707,1.0,1702,1.0,1764,1.0,1847,1.0,1811,1.0,1794,1.0,1760,1.0,1767,1.0,1693,1.0,1645,1.0,1576,1.0,1740,1.0,1826,1.0,1839,1.0,1886,1.0,1936,1.0,1933,1.0,1910,1.0,1904,1.0,1946,1.0,1910,1.0,1866,1.0,1806,1.0,1816,1.0,1794,1.0,1778,1.0,1689,1.0,1795,1.0,1760,1.0,1713,1.0,1727,1.0,1726,1.0,1713,1.0,1694,1.0
    International,,1179,0.702622169249106,1202,0.725845410628019,1195,0.714285714285714,1179,0.701368233194527,1206,0.726068633353402,1039,0.591685649202733,1228,0.719390743995314,1239,0.727967097532315,1267,0.718253968253968,1346,0.728749323226854,1317,0.727222528989509,1297,0.722965440356745,1274,0.723863636363636,1297,0.734012450481041,1228,0.725339633786178,1207,0.733738601823708,1167,0.740482233502538,1308,0.751724137931034,1385,0.758488499452355,1372,0.746057640021751,1377,0.730116648992577,1393,0.71952479338843,1428,0.738748060010347,1422,0.744502617801047,1422,0.746848739495798,1285,0.66032887975334,1428,0.747643979057592,1388,0.743837084673098,1353,0.749169435215947,1369,0.753854625550661,1338,0.745819397993311,1317,0.740719910011249,1249,0.739490822972173,1333,0.742618384401114,1305,0.741477272727273,1258,0.734384121424402,1279,0.740590619571511,1286,0.745075318655852,1275,0.74430823117338,1234,0.728453364817001
    United States,,499,0.297377830750894,454,0.274154589371981,478,0.285714285714286,502,0.298631766805473,455,0.273931366646598,717,0.408314350797267,479,0.280609256004687,463,0.272032902467685,497,0.281746031746032,501,0.271250676773146,494,0.272777471010491,497,0.277034559643255,486,0.276136363636364,470,0.265987549518959,465,0.274660366213822,438,0.266261398176292,409,0.259517766497462,432,0.248275862068966,441,0.241511500547645,467,0.253942359978249,509,0.269883351007423,543,0.28047520661157,505,0.261251939989653,488,0.255497382198953,482,0.253151260504202,661,0.33967112024666,482,0.252356020942408,478,0.256162915326902,453,0.250830564784053,447,0.246145374449339,456,0.254180602006689,461,0.259280089988751,440,0.260509177027827,462,0.257381615598886,455,0.258522727272727,455,0.265615878575598,448,0.259409380428489,440,0.254924681344148,438,0.25569176882662,460,0.271546635182999
Natural Gas Production (MMCF/D),,3727,1.0,3775,1.0,3755,1.0,3772,1.0,4461,1.0,4233,1.0,4947,1.0,5066,1.0,4965,1.0,4849,1.0,4994,1.0,5017,1.0,4983,1.0,5083,1.0,5434,1.0,5209,1.0,5049,1.0,4808,1.0,5021,1.0,4988,1.0,4895,1.0,5054,1.0,5101,1.0,5016,1.0,5040,1.0,5040,1.0,5096,1.0,4969,1.0,4756,1.0,4948,1.0,5019,1.0,5080,1.0,4962,1.0,5236,1.0,5309,1.0,5214,1.0,5152,1.0,5097,1.0,5253,1.0,5105,1.0
  Upstream,,3727,1.0,3775,1.0,3755,1.0,3772,1.0,4461,1.0,4233,1.0,4947,1.0,5066,1.0,4965,1.0,4849,1.0,4994,1.0,5017,1.0,4983,1.0,5083,1.0,5434,1.0,5209,1.0,5049,1.0,4808,1.0,5021,1.0,4988,1.0,4895,1.0,5054,1.0,5101,1.0,5016,1.0,5040,1.0,5040,1.0,5096,1.0,4969,1.0,4756,1.0,4948,1.0,5019,1.0,5080,1.0,4962,1.0,5236,1.0,5309,1.0,5214,1.0,5152,1.0,5097,1.0,5253,1.0,5105,1.0
    International,,1914,0.513549771934532,2107,0.558145695364238,2155,0.573901464713715,2151,0.570254506892895,2785,0.624299484420534,2599,0.613985353177416,3165,0.639781685870224,3234,0.638373470193446,3119,0.628197381671702,3067,0.632501546710662,3271,0.654985983179816,3314,0.660554116005581,3288,0.659843467790488,3408,0.67047019476687,3768,0.693411851306588,3621,0.695143021693223,3618,0.716577540106952,1808,0.37603993344426,3642,0.725353515236009,3593,0.720328789093825,3475,0.709908069458631,3652,0.722595963593194,3723,0.729856890805724,3699,0.73744019138756,3723,0.738690476190476,3726,0.739285714285714,3826,0.750784929356358,3670,0.738579190984101,3496,0.735071488645921,3658,0.739288601455133,3849,0.76688583383144,3894,0.766535433070866,3778,0.761386537686417,3963,0.756875477463713,4054,0.76360896590695,3987,0.764672036823936,3910,0.758928571428571,3836,0.752599568373553,4041,0.769274700171331,3861,0.756317335945152
    United States,,1813,0.486450228065468,1668,0.441854304635762,1600,0.426098535286285,1621,0.429745493107105,1676,0.375700515579466,1634,0.386014646822584,1782,0.360218314129776,1832,0.361626529806554,1846,0.371802618328298,1782,0.367498453289338,1723,0.345014016820184,1703,0.339445883994419,1695,0.340156532209512,1675,0.32952980523313,1666,0.306588148693412,1588,0.304856978306777,1431,0.283422459893048,3000,0.62396006655574,1379,0.274646484763991,1395,0.279671210906175,1420,0.290091930541369,1402,0.277404036406806,1378,0.270143109194276,1317,0.26255980861244,1317,0.261309523809524,1314,0.260714285714286,1270,0.249215070643642,1299,0.261420809015899,1260,0.264928511354079,1290,0.260711398544867,1170,0.233114166168559,1186,0.233464566929134,1184,0.238613462313583,1273,0.243124522536287,1255,0.23639103409305,1227,0.235327963176064,1242,0.241071428571429,1261,0.247400431626447,1212,0.230725299828669,1244,0.243682664054848
Liquids Production in MMBL/D,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1911,1.0,1933,1.0,1910,1.0,1904,1.0,1946,1.0,1910,1.0,1866,1.0,1806,1.0,1816,1.0,1794,1.0,1778,1.0,1689,1.0,1795,1.0,1760,1.0,1713,1.0,1727,1.0,1726,1.0,1713,1.0,1694,1.0
  Upstream,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1911,1.0,1933,1.0,1910,1.0,1904,1.0,1946,1.0,1910,1.0,1866,1.0,1806,1.0,1816,1.0,1794,1.0,1778,1.0,1689,1.0,1795,1.0,1760,1.0,1713,1.0,1727,1.0,1726,1.0,1713,1.0,1694,1.0
    International,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,1393,0.728937728937729,1428,0.738748060010347,1422,0.744502617801047,1422,0.746848739495798,1465,0.752826310380267,1428,0.747643979057592,1388,0.743837084673098,1353,0.749169435215947,1369,0.753854625550661,1338,0.745819397993311,1317,0.740719910011249,1249,0.739490822972173,1333,0.742618384401114,1305,0.741477272727273,1258,0.734384121424402,1279,0.740590619571511,1286,0.745075318655852,1275,0.74430823117338,1234,0.728453364817001
    United States,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,518,0.271062271062271,505,0.261251939989653,488,0.255497382198953,482,0.253151260504202,481,0.247173689619733,482,0.252356020942408,478,0.256162915326902,453,0.250830564784053,447,0.246145374449339,456,0.254180602006689,461,0.259280089988751,440,0.260509177027827,462,0.257381615598886,455,0.258522727272727,455,0.265615878575598,448,0.259409380428489,440,0.254924681344148,438,0.25569176882662,460,0.271546635182999
Total Natural Gas Sales Volumes (mm3),,5835,1.0,6032,1.0,6788,1.0,7539,1.0,8484,1.0,8429,1.0,10054,1.0,10704,1.0,11218,1.0,10553,1.0,11744,1.0,11992,1.0,11074,1.0,10867,1.0,12177,1.0,11836,1.0,11366,1.0,10395,1.0,10123,1.0,9683,1.0,9867,1.0,9683,1.0,10123,1.0,10510,1.0,10688,1.0,10373,1.0,10163,1.0,10110,1.0,2842,1.0,10360,1.0,10264,1.0,9704,1.0,9455,1.0,9723,1.0,10593,1.0,9923,1.0,9715,1.0,8727,1.0,9502,1.0,7808,1.0
  Upstream,,5835,1.0,6032,1.0,6788,1.0,7539,1.0,8484,1.0,8429,1.0,10054,1.0,10704,1.0,11218,1.0,10553,1.0,11744,1.0,11992,1.0,11074,1.0,10867,1.0,12177,1.0,11836,1.0,11366,1.0,10395,1.0,10123,1.0,9683,1.0,9867,1.0,9683,1.0,10123,1.0,10510,1.0,10688,1.0,10373,1.0,10163,1.0,10110,1.0,2842,1.0,10360,1.0,10264,1.0,9704,1.0,9455,1.0,9723,1.0,10593,1.0,9923,1.0,9715,1.0,8727,1.0,9502,1.0,7808,1.0
    International,,1908,0.326992287917738,1843,0.305537135278515,1868,0.275191514437242,1842,0.24432948666932,2689,0.316949552098067,3049,0.361727369794756,3093,0.307638750745972,3865,0.361079970104634,3367,0.300142627919415,3580,0.33924002653274,3890,0.331232970027248,3839,0.320130086724483,3646,0.329239660465956,3794,0.349130394773167,4174,0.342777367167611,4205,0.355272051368706,4224,0.371634699982404,4254,0.409235209235209,4117,0.406697619282821,3962,0.409170711556336,4035,0.408938887199757,3997,0.412785293813901,4117,0.406697619282821,4740,0.450999048525214,4597,0.430108532934132,4511,0.434879012821749,4438,0.436682082062383,4386,0.433827893175074,1590,0.559465165376495,4319,0.416891891891892,4653,0.453332034294622,4390,0.452390766694147,4008,0.423902696985722,4214,0.433405327573794,4498,0.424620032096668,4272,0.430514965232289,4072,0.419145651055069,4168,0.477598258278905,4566,0.480530414649547,4132,0.529200819672131
    United States,,3927,0.673007712082262,4189,0.694462864721485,4920,0.724808485562758,5697,0.75567051333068,5795,0.683050447901933,5380,0.638272630205244,6961,0.692361249254028,6839,0.638920029895366,7851,0.699857372080585,6973,0.66075997346726,7854,0.668767029972752,8153,0.679869913275517,7428,0.670760339534044,7073,0.650869605226834,8003,0.657222632832389,7631,0.644727948631294,7142,0.628365300017596,6141,0.590764790764791,6006,0.593302380717179,5721,0.590829288443664,5832,0.591061112800243,5686,0.587214706186099,6006,0.593302380717179,5770,0.549000951474786,6091,0.569891467065868,5862,0.565120987178251,5725,0.563317917937617,5724,0.566172106824926,1252,0.440534834623505,6041,0.583108108108108,5611,0.546667965705378,5314,0.547609233305853,5447,0.576097303014278,5509,0.566594672426206,6095,0.575379967903332,5651,0.569485034767711,5643,0.58085434894493,4559,0.522401741721095,4936,0.519469585350453,3676,0.470799180327869
Crude Oil Sales Volume - MB,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Upstream,,276,,283,,269,,271,,294,,271,,220,,217,,230,,242,,220,,293,,271,,296,,279,,294,,260,,262,,267,,273,,265,,284,,48,,56,,51,,251,,47,,33,,40,,251,,42,,33,,40,,259,,43,,39,,39,,243,,218,,216,
    United States,,184,,167,,172,,170,,170,,151,,111,,128,,125,,133,,140,,170,,154,,177,,146,,167,,155,,170,,151,,163,,161,,169,,22,,27,,23,,165,,21,,10,,16,,165,,18,,8,,17,,167,,15,,13,,12,,154,,129,,135,
    International,,92,,116,,97,,101,,124,,120,,109,,89,,105,,109,,80,,123,,117,,119,,133,,127,,105,,92,,116,,110,,104,,115,,26,,29,,28,,86,,26,,23,,24,,86,,24,,25,,23,,92,,28,,26,,27,,89,,89,,81,
Source: Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
